Bitcoin,
SpaceCoin (SPACE),
DROXNE (DRXNE),
Joincoin (J),
Pakcoin (PAK),
Datacoin (DTC),
Octanox (OTX),
Eternity (ENT),
300 Token (300),
GoldBlocks (GB),
8Bit (8BIT),
Coin2.1 (C2),
GlobalToken (GLT),
OctoCoin (888),
NevaCoin (NEVA),
Ccore (CCO),
Bitcoin Fast (BCF),
RevolverCoin (XRE),
Swing (SWING),
Grimcoin (GRIM),
Pascal Lite (PASL),
CoinonatX (XCXT),
MustangCoin (MST),
Bitcoin 21 (XBTC21),
SecretCoin (SCRT),
Dollarcoin (DLC),
Sativacoin (STV),
Darsek (KED),
Bolivarcoin (BOLI),
Zurcoin (ZUR),
Crypto (CTO),
ParkByte (PKB),
Safe Trade Coin (XSTC),
MACRON (MCRN),
Jin Coin (JIN),
Quatloo (QTL),
Debitcoin (DBTC),
Acoin (ACOIN),
Eurocoin (EUC),
DigitalDevelopersFund (DDF),
SecureCoin (SRC),
High Voltage (HVCO),
Bank Coin (BANK),
Catcoin (CAT),
Granite (GRN),
TajCoin (TAJ),
Shadow Token (SHDW),
Prime-XI (PXI),
YENTEN (YTN),
Global Tour Coin (GTC),
Quebecoin (QBC),
AllSafe (ASAFE2),
EcoCoin (ECO),
BoostCoin (BOST),
SpeedCash (SCS),
Dalecoin (DALC),
RonPaulCoin (RPC),
BOAT (BOAT),
Money ($$$),
SixEleven (611),
Allion (ALL),
RedCoin (RED),
BitQuark (BTQ),
Bankcoin (B@),
Eryllium (ERY),
Virtacoin (VTA),
Theresa May Coin (MAY),
Fitrova (FRV),
Digital Rupees (DRS),
Nekonium (NUKO),
Mincoin (MNC),
Visio (VISIO),
Elysium (ELS),
HomeBlockCoin (HBC),
ICOBID (ICOB),
Bitcoin Planet (BTPL),
GoldPieces (GP),
Beatcoin (XBTS),
Trident Group (TRDT),
Dreamcoin (DRM),
SoonCoin (SOON),
Useless Ethereum Token (UET),
Comet (CMT),
AmsterdamCoin (AMS),
VapersCoin (VPRC),
Roofs (ROOFS),
CacheCoin (CACH),
FUNCoin (FUNC),
Californium (CF),
CompuCoin (CPN),
Honey (HONEY),
BipCoin (BIP),
BROTHER (BRAT),
SongCoin (SONG),
BitCoal (COAL),
Creatio (XCRE),
BenjiRolls (BENJI),
Veltor (VLT),
Flaxscript (FLAX),
FuzzBalls (FUZZ),
Gold Pressed Latinum (GPL),
ZetaMicron (ZMC),
Independent Money System (IMS),
GuccioneCoin (GCC),
Phantomx (PNX),
HealthyWormCoin (WORM),
VectorAI (VEC2),
Litecred (LTCR),
PoSToken (POS),
Virta Unique Coin (VUC),
Zayedcoin (ZYD),
Asiadigicoin (ADCN),
JobsCoin (JOBS),
BnrtxCoin (BNX),
Credence Coin (CRDNC),
ExchangeN (EXN),
Marijuanacoin (MAR),
PIECoin (PIE),
Iconic (ICON),
Pioneer Coin (PCOIN),
Luna Coin (LUNA),
LetItRide (LIR),
Kronecoin (KRONE),
Cabbage (CAB),
GeertCoin (GEERT),
PLNcoin (PLNC),
Slevin (SLEVIN),
MiloCoin (MILO),
PlayerCoin (PLACO),
ARbit (ARB),
PonziCoin (PONZI),
KingN Coin (KNC),
Bolenum (BLN),
BitAsean (BAS),
PosEx (PEX),
LiteCoin Ultra (LTCU),
Save and Gain (SANDG),
BowsCoin (BSC),
GlassCoin (GLS),
PRCoin (PRC),
Bitvolt (VOLT),
Royal Kingdom Coin (RKC),
Argus (ARGUS),
SocialCoin (SOCC),
JavaScript Token (JS),
AnarchistsPrime (ACP),
Coupecoin (COUPE),
Dollar Online (DOLLAR),
iBank (IBANK),
Coimatic 2.0 (CTIC2),
Rawcoin (XRC),
Interzone (ITZ),
Concoin (CONX),
Coimatic 3.0 (CTIC3),
CrevaCoin (CREVA),
Artex Coin (ATX),
Project-X (NANOX),
Magnum (MGM),
Ulatech (ULA),
Vault Coin (VLTC),
POLY AI (AI),
Coni (CONI),
CK USD (CKUSD),
Project Pai (PAI),
Infinity Economics (XIN),
Bit-Z Token (BZ),
DaTa eXchange (DTX),
InvestDigital (IDT),
ZIP (ZIP),
OneLedger (OLT),
GoNetwork (GOT),
RealChain (RCT),
Kcash (KCASH),
Penta (PNT),
Intelligent Investment Chain (IIC),
Content Neutrality Network (CNN),
Libra Credit (LBA),
EduCoin (EDU),
Content and AD Network (CAN),
HashCoin (HSC),
Super Bitcoin (SBTC),
Tripio (TRIO),
Wowbit (WWB),
OFCOIN (OF),
Seele (SEELE),
CoinMeet (MEET),
Sentinel Protocol (UPP),
DWS (DWS),
0xcert (ZXC),
Dignity (DIG),
UnlimitedIP (UIP),
Skrumble Network (SKM),
BitcoinX (BCX),
Molecular Future (MOF),
Super Game Chain (SGCC),
LightChain (LIGHT),
Lightning Bitcoin (LBTC),
Acute Angle Cloud (AAC),
Dorado (DOR),
Global Social Chain (GSC),
Freyrchain (FREC),
HalalChain (HLC),
Cardstack (CARD),
TraDove B2BCoin (BBC),
Show (SHOW),
Open Platform (OPEN),
Filecoin [Futures] (FIL),
SEER (SEER),
Egretia (EGT),
Electronic PK Chain (EPC),
BitMart Token (BMX),
Cybereits (CRE),
POPCHAIN (PCH),
MyToken (MT),
Everipedia (IQ),
Atonomi (ATMI),
United Bitcoin (UBTC),
StarChain (STC),
Influence Chain (INC),
InsurChain (INSUR),
Karatgold Coin (KBC),
TopChain (TOPC),
CarBlock (CAR),
Read (READ),
ChatCoin (CHAT),
FansTime (FTI),
Saifu (SFU),
ValueChain (VLC),
AWARE (AT),
EJOY (EJOY),
Exchange Union (XUC),
Level Up Coin (LUC),
DigiFinexToken (DFT),
Aidos Kuneen (ADK),
Aurora (AOA),
Engine (EGCC),
BeeKan (BKBT),
FuturoCoin (FTO),
TRAXIA (TMT),
FairGame (FAIR),
ContractNet (CNET),
Dragon Coins (DRG),
Trittium (TRTT),
OceanChain (OC),
Rublix (RBLX),
Maggie (MAG),
StarCoin (KST),
nUSD (NUSD),
StockChain (SCC),
KEY (KEY),
Rhenium (XRH),
OTCBTC Token (OTB),
Loopring [NEO] (LRN),
WINCOIN (WC),
Etherecash (ECH),
Bankera (BNK),
Metronome (MET),
Essentia (ESS),
SPINDLE (SPD),
LikeCoin (LIKE),
WETH (WETH),
PressOne (PRS),
iQuant (IQT),
DasCoin (DASC),
STEX (STEX),
Pixie Coin (PXC),
REPO (REPO),
Couchain (COU),
Fargocoin (FRGC),
IPChain (IPC),
SalPay (SAL),
Sphre AIR  (XID),
ERC20 (ERC20),
Jiyo (JIYO),
Bittwatt (BWT),
SegWit2x (B2X),
Qube (QUBE),
Jingtum Tech (SWTC),
Consensus (SEN),
Monero Classic (XMC),
AC3 (AC3),
COMSA [ETH] (CMS),
BlockMesh (BMH),
Infinitecoin (IFC),
COMSA [XEM] (CMS),
Bitcoin God (GOD),
MSD (MSD),
Candy (CANDY),
SnipCoin (SNIP),
ClubCoin (CLUB),
Vipstar Coin (VIPS),
BlockCDN (BCDN),
Golos Gold (GBG),
Powercoin (PWR),
Bodhi [ETH] (BOE),
GameChain System (GCS),
EA Coin (EAG),
Ether Zero (ETZ),
Monero Original (XMO),
EmberCoin (EMB),
ORS Group (ORS),
ZenGold (ZENGOLD),
President Johnson (GARY),
President Trump (PRES),
TeslaCoilCoin (TESLA),
First Bitcoin Capital (BITCF),
Internet of Things (XOT),
WA Space (WA),
Decentralized Machine Learning (DML),
EDRCoin (EDRC),
MIRQ (MRQ),
Cropcoin (CROP),
Vcash (XVC),
Swisscoin (SIC),
Lendroid Support Token (LST),
W3Coin (W3C),
ERA (ERA),
Rupee (RUP),
Slothcoin (SLOTH),
Hyper Pay (HPY),
CORION (COR),
CryptopiaFeeShares (CEFS),
Cubits (QBT),
SIGMAcoin (SIGMA),
Animation Vision Cash (AVH),
BitSoar (BSR),
TerraNova (TER),
Protean (PRN),
Animecoin (ANI),
Arbitracoin (ATC),
Hero (HERO),
MarxCoin (MARX),
Storjcoin X (SJCX),
DynamicCoin (DMC),
Superior Coin (SUP),
UR (UR),
BigONE Token (BIG),
Cloud (CLD),
LandCoin (LDCN),
Alphabit (ABC),
Budbo (BUBO),
EtherDelta Token (EDT),
EncryptoTel [ETH] (ETT),
Francs (FRN),
BTCMoon (BTCM),
Royalties (XRY),
Bubble (BUB),
Levocoin (LEVO),
SHACoin (SHA),
HODL Bucks (HDLB),
RabbitCoin (RBBT),
NEO GOLD (NEOG),
Tattoocoin (Limited Edition) (TLE),
BT2 [CST] (BT2),
Curriculum Vitae (CVH),
GoldMaxCoin (GMX),
Tellurion (TELL),
Ethereum Lite (ELITE),
Avoncoin (ACN),
Smoke (SMOKE),
Regacoin (REGA),
CryptCoin (CRYPT),
BitSerial (BTE),
ATMCoin (ATMC),
Axiom (AXIOM),
UniversalRoyalCoin (UNRC),
First Bitcoin (BIT),
Donationcoin (DON),
Cyder (CYDER),
SuperNET (UNITY),
Sakuracoin (SKR),
Bitbase (BTBc),
GOLD Reward Token (GRX),
CoffeeCoin (CFC),
Wi Coin (WIC),
GrandCoin (GDC),
SJWCoin (SJW),
XTD Coin (XTD),
FAPcoin (FAP),
Birds (BIRDS),
Indicoin (INDI),
Hyper (HYPER),
BlazerCoin (BLAZR),
High Gain (HIGH),
ShellCoin (SHELL),
Antimatter (ANTX),
Dutch Coin (DUTCH),
Runners (RUNNERS),
AvatarCoin (AV),
RichCoin (RICHX),
Akuya Coin (AKY),
T-coin (TCOIN),
Quotient (XQN),
Aces (ACES),
Omicron (OMC),
PROUD Money (PROUD),
Minex (MINEX),
BetaCoin (BET),
KlondikeCoin (KDC),
TopCoin (TOP),
UGAIN (GAIN),
Pabyosi Coin (Special) (PCS),
ZSEcoin (ZSE),
Halloween Coin (HALLO),
Cheapcoin (CHEAP),
Huncoin (HNC),
TurboCoin (TURBO),
Aseancoin (ASN),
NamoCoin (NAMO),
Magnetcoin (MAGN),
Bastonet (BSN),
PlexCoin (PLX),
StrikeBitClub (SBC),
ACChain (ACC),
Sharkcoin (SAK),
EggCoin (EGG),
PrismChain (PRM),
Rcoin (RCN),
BioBar (BIOB),
Bitok (BITOK),
Wink (WINK),
SISA (SISA),
ENTCash (ENT),
NumusCash (NUMUS),
FCoin Token (FT),
